path|original_file|language|is_original_language|duration|training_data|model_name|architecture|transcript|speaker_similarity
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/piratesofersatz_10_leinster_64kb_f000192.wav|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_10_leinster_64kb_f000192.wav|en|True|6.957|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|There were other men in the spaceboat now. A full dozen of them. Their spears were very much in the way.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_17_f000015.wav|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_17_f000015.wav|en|True|9.173|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|It's all the same to me, replied Billina. She had picked up enough bugs and insects from the moss as she went along to satisfy her own hunger,|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_06_f000269.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_06_f000269.wav|en|True|9.197|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Now, the murderer must have known of this test. This clever criminal also knew that to be successful in the use of this drug where others had failed,|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/pink_fairy_book_15_f000063.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_15_f000063.wav|en|True|4.053|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|by running off like this just as we had got you well educated!|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_13_f000287.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_13_f000287.wav|en|True|5.760|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Leah is now on her way to meet me! And then all the old scores will be soon settled!|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_02_f000081.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_02_f000081.wav|en|True|10.694|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|I must have these reports! cried Braun, forgetting the raised pitch of his voice, but the Venus and Tannhauser coterie around were all now fondly busied with each other.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_08_f000078.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_08_f000078.wav|en|True|7.234|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|So most of the manufacturers placed their sons in sucking situations at fourteen or fifteen years of age,|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/rinkitink_baum_12_64kb_f000020.wav|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_12_64kb_f000020.wav|en|True|12.110|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|The goat lowered his head, trembling with rage and excitement, and just as the King reached the top stair the animal dashed forward and butted His Majesty so fiercely that the big and powerful King,|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_01_f000031.wav|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_01_f000031.wav|en|True|12.576|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Ho, there, my guards! he cried. Ho is a royal way of saying, Come here. So, when the guards had hoed, the King said to them: Take this Chief Counselor and throw him away.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_29_f000010.wav|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_29_f000010.wav|en|True|9.068|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|For my part, added the Tin Woodman, I cannot express my joy that my lovely tin castle is not to be demolished by wicked enemies.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/poisoned_pen_02_f000213.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_02_f000213.wav|en|True|8.443|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|She faced him, pale and haggard. I have told, she repeated steadily. I cannot tell any more - I know nothing more.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_08_f000037.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_08_f000037.wav|en|True|12.135|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|I opened the door partly and looked in. There was a silence in the room, a strange, queer silence. I opened the door further and, looking toward the davenport in the corner,|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/ozma_of_oz_01_f000040.wav|en_US/by_book/female/judy_bieber/ozma_of_oz/wavs/ozma_of_oz_01_f000040.wav|en|True|9.266|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|The fact was that Uncle Henry had gone to lie down in his little sleeping-berth, but Dorothy did not know that. She only remembered that Aunt Em had cautioned her to take good care of her uncle,|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/piratesofersatz_11_leinster_64kb_f000045.wav|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_11_leinster_64kb_f000045.wav|en|True|5.087|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Thal bewilderedly made the gesture. Hoddan leveled a stun-pistol and said:|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_32_f000017.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_32_f000017.wav|en|True|4.285|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Their parents then the farmer and his wife loaded me with attentions.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_36_f000108.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_36_f000108.wav|en|True|3.356|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|the measured laboured walk of men carrying a heavy burden.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_08_f000061.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_08_f000061.wav|en|True|4.099|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|He has kept it in two or three days, and that never suits him.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/poisoned_pen_10_f000244.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_10_f000244.wav|en|True|10.706|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Halfway down the pier Kennedy paused before one of the gangways that was shrouded in darkness. The door was opened and we followed gingerly across the dirty deck of the freight ship.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/dorothy_and_wizard_oz_14_f000052.wav|en_US/by_book/female/judy_bieber/dorothy_and_wizard_oz/wavs/dorothy_and_wizard_oz_14_f000052.wav|en|True|4.587|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|But he can't wiz a single thing if he hasn't the tools and machinery to work with.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/poisoned_pen_03_f000266.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_03_f000266.wav|en|True|12.238|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|I have analysed them, and find them to be a peculiar species of blasting-gelatine. It is made at only one factory in this country, and I have a list of purchasers for some time back.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_06_f000049.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_06_f000049.wav|en|True|8.952|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|A flower-garden right below; a meadow of ripe grass just beyond, changing colour in long sweeps, as the soft wind blew over it;|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_13_f000079.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_13_f000079.wav|en|True|2.613|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|I've arranged for their safe handling.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_24_f000084.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_24_f000084.wav|en|True|10.358|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|And the gentleman thus rescued is forbidden the relief of thanks! he broke in contemptuously. I am a man. I claim the right of expressing my feelings.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/rinkitink_baum_18_64kb_f000095.wav|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_18_64kb_f000095.wav|en|True|2.868|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|proved to be well trained and competent.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_08_f000297.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_08_f000297.wav|en|True|4.796|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|You are the murderer, repeated Kennedy, as if demanding a final answer.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/dorothy_and_wizard_oz_12_f000057.wav|en_US/by_book/female/judy_bieber/dorothy_and_wizard_oz/wavs/dorothy_and_wizard_oz_12_f000057.wav|en|True|3.542|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|She's gone out for a walk, said Jim, gruffly.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/rinkitink_baum_01_64kb_f000044.wav|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_01_64kb_f000044.wav|en|True|8.975|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Their only weapons were their oyster rakes; yet the fact remains that they drove their fierce enemies from Regos and Coregos from their shores.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_04_f000068.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_04_f000068.wav|en|True|8.859|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Of course, I do not know much about my guardians interests while he was alive, but it strikes me as strange that he should have changed so radically,|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/the_master_key_20_f000073.wav|en_US/by_book/female/judy_bieber/the_master_key/wavs/the_master_key_20_f000073.wav|en|True|5.260|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|And, besides this, I have brought you what I call the Illimitable Communicator.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_25_f000200.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_25_f000200.wav|en|True|3.124|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|-and, perhaps, set her up altogether;|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_06_f000040.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_06_f000040.wav|en|True|5.771|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|and for which he had made, with his own hands, a kind of robin-house by his study-window.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_14_f000022.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_14_f000022.wav|en|True|8.441|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Poor child! said Lady Harriet, who had caught a sight of Molly's troubled face, the thought of balls is too much for her just now;|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_11_f000045.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_11_f000045.wav|en|True|10.322|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|We were now, as far as I could see, on a sort of common; but there were houses scattered all over the district; I felt we were in a different region to Lowood,|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_13_f000112.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_13_f000112.wav|en|True|8.186|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Yes, said the good lady, who now knew what ground we were upon, and I am daily thankful for the choice Providence led me to make.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_43_f000028.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_43_f000028.wav|en|True|11.158|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|So it is best to start with a formal agreement; namely, that you are to pay them two hundred and fifty pounds a year, as long as you and they find it pleasant to live together.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_34_f000140.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_34_f000140.wav|en|True|9.161|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|You speak with all the solemnity of an adjuration, Molly! said she, laughing a little at first to cover her nervousness, and then looking up at Molly.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_36_f000095.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_36_f000095.wav|en|True|10.067|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|He did not seem much to care whether he got an answer or not, for he went on with his own thoughts, and the result was that he asked Molly if Cynthia had heard from Roger.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_26_f000360.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_26_f000360.wav|en|True|5.492|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|She only wished that the happy chance had fallen to Cynthia's instead of to Molly's lot.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/rinkitink_baum_22_64kb_f000049.wav|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_22_64kb_f000049.wav|en|True|4.169|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Donkey; And yet I fear he could not hear If it were on a monkey.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_02_f000235.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_02_f000235.wav|en|True|11.437|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Holding a thirty-two-calibre pistol in his right hand and aiming it at the target, Kennedy picked up a large piece of coarse homespun from the table and held it loosely over the muzzle of the gun.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_11_f000257.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_11_f000257.wav|en|True|4.715|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|No, no, no! cried the tenor. I will go - you shall not stop me.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_14_f000085.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_14_f000085.wav|en|True|4.494|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Of my final re-transformation from India-rubber back to flesh?|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/poisoned_pen_09_f000047.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_09_f000047.wav|en|True|12.378|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|It will take time to identify her at the best, and in the meantime, if a crime has been committed, the guilty person may escape. What I want now, right away, is action.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_26_f000372.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_26_f000372.wav|en|True|11.311|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Oh! well. Then I suppose I was mistaken. But it comes to all the same thing. Cynthia, you really must learn to settle yourself to some improving reading every morning.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_08_f000122.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_08_f000122.wav|en|True|5.562|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|It was something of a trial to Margaret to go out by herself in this busy bustling place.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/the_sea_fairies_19_f000013.wav|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_19_f000013.wav|en|True|5.353|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Zog witnessed the destruction of his wolves and uttered a loud laugh that was terrible to hear.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_37_f000194.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_37_f000194.wav|en|True|3.415|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Yes. But still I don't understand it.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/hunters_space_15_f000074.wav|en_US/by_book/male/elliot_miller/hunters_space/wavs/hunters_space_15_f000074.wav|en|True|2.125|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|The side-arms were all gone.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_21_f000011.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_21_f000011.wav|en|True|11.833|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Sometimes he dropped out such sentences as these: - Ah, that would be the day I was crossing! It was stormy indeed! Instead of our being only two hours, we were nearly five.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_09_f000036.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_09_f000036.wav|en|True|7.071|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|The teachers were fully occupied with packing up and making other necessary preparations for the departure of those girls|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_06_f000349.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_06_f000349.wav|en|True|13.633|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|The other links are too heavy for you. Dont forget the evidence of the ink. It was your ink. Dont forget that Henry Vandam will not any longer conceal that he has altered his will in favour of you.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_31_f000155.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_31_f000155.wav|en|True|9.533|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|I was drained dry of ready money - I wish the land was drained as dry as I am, said he, with a touch of humour that came out before he was aware,|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/pink_fairy_book_31_f000096.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_31_f000096.wav|en|True|9.974|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|where there was no one present except the youth, who said straight out to him that, with his majestys permission, he wished to ask him why he was so sorrowful.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/the_master_key_20_f000028.wav|en_US/by_book/female/judy_bieber/the_master_key/wavs/the_master_key_20_f000028.wav|en|True|8.627|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Its virtues surpass those of either the fabulous 'Fountain of Youth,' or the 'Elixir of Life,' so vainly sought for in past ages.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_01_f000170.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_01_f000170.wav|en|True|5.585|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Molly must go in a clean white frock, said Mister Gibson, rather hastily;|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_06_f000338.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_06_f000338.wav|en|True|10.113|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Suddenly I felt something brush by me, and with a swish of air and of garments I saw misis Popper fling herself wildly at the table that bore the incriminating records.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_09_f000255.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_09_f000255.wav|en|True|7.594|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|one hundred ninety-two Layte Street. He had consumed an hour in scanning the quiet exterior of the stately old mansion.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_16_f000072.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_16_f000072.wav|en|True|4.529|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Why, Margaret, how strange you look! What is the matter?|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_02_f000027.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_02_f000027.wav|en|True|3.913|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|And yet many a dark secret lurked in that busy brain of his.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_28_f000237.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_28_f000237.wav|en|True|6.142|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|This scene was as silent as if all the figures had been shadows and the firelit apartment a picture:|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/jane_eyre_34_f000261.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_34_f000261.wav|en|True|2.149|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|I will call Diana and Mary.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/wives_and_daughters_28_f000182.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_28_f000182.wav|en|True|7.896|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|How delicious! said he. No need for any more Hamley roses now yours are out.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/the_master_key_01_f000001.wav|en_US/by_book/female/judy_bieber/the_master_key/wavs/the_master_key_01_f000001.wav|en|True|1.452|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|The Master Key.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/northandsouth_29_f000091.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_29_f000091.wav|en|True|12.772|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Margaret started up as her mother said this. Her father had just entered the room, and she was most anxious that the faint impression she had seen on his mind that the Milton air had injured her mothers health,|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/midnight_passenger_15_f000111.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_15_f000111.wav|en|True|4.796|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|to Alice Worthington for the foundation of such a charity as she may deem proper.|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/silent_bullet_06_f000345.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_06_f000345.wav|en|True|12.040|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|Is that why you have lured me here under false pretences, to play on my feelings, to insult me, to take advantage of a lone, defenceless woman, surrounded by hostile men?|-
./fake/en/tts_models_en_ljspeech_tacotron2-DCA/emerald_city_of_oz_12_f000025.wav|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_12_f000025.wav|en|True|3.867|ljspeech|tts_models/en/ljspeech/tacotron2-DCA|tacotron2-DCA|I know, said the Shaggy Man; she's lost her mirror.|-
