path|original_file|language|is_original_language|duration|training_data|model_name|architecture|transcript|reference_speaker|speaker_similarity
./fake/en/Llasa-8B/northandsouth_05_f000109.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_05_f000109.wav|en|True|4.88|['multi-dataset']|Llasa-8B|Llasa|It will be such a disgrace to us! Poor dear Sir John!|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_47_f000086.wav|0.0397
./fake/en/Llasa-8B/poisoned_pen_05_f000078.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_05_f000078.wav|en|True|8.66|['multi-dataset']|Llasa-8B|Llasa|But when we produced the London finger-prints which tallied with the New York finger-prints which we had made - believe it or not, but it is a fact,|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_11_f000008.wav|0.0536
./fake/en/Llasa-8B/wives_and_daughters_45_f000111.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_45_f000111.wav|en|True|6.72|['multi-dataset']|Llasa-8B|Llasa|I don't see why you need to call it anything. Indeed, I don't understand what you mean by it.|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_23_baum_64kb_f000030.wav|-0.0378
./fake/en/Llasa-8B/piratesofersatz_01_leinster_64kb_f000019.wav|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_01_leinster_64kb_f000019.wav|en|True|11.36|['multi-dataset']|Llasa-8B|Llasa|They came back blackened and sometimes more battered still, and sometimes they were accompanied by great hulls whose crews and passengers were mysteriously missing.|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_36_f000127.wav|0.1350
./fake/en/Llasa-8B/northandsouth_23_f000136.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_23_f000136.wav|en|True|7.62|['multi-dataset']|Llasa-8B|Llasa|She released her strong will from its laborious task. Till morning she might feel ill and weary.|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_09_64kb_f000052.wav|0.1465
./fake/en/Llasa-8B/the_master_key_06_f000005.wav|en_US/by_book/female/judy_bieber/the_master_key/wavs/the_master_key_06_f000005.wav|en|True|6.68|['multi-dataset']|Llasa-8B|Llasa|Having seen the terrible effect of the electric tube they wisely fell back and allowed the boy to pass.|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_15_f000094.wav|0.0059
./fake/en/Llasa-8B/jane_eyre_11_f000131.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_11_f000131.wav|en|True|13.1|['multi-dataset']|Llasa-8B|Llasa|And why had I these aspirations and these regrets? It would be difficult to say: I could not then distinctly say it to myself; yet I had a reason,|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_02_f000301.wav|0.0938
./fake/en/Llasa-8B/silent_bullet_07_f000134.wav|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_07_f000134.wav|en|True|6.48|['multi-dataset']|Llasa-8B|Llasa|Doctor Thornton shot a quick glance at Andrews, as if he would like to know just how much his visitor knew or suspected.|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_06_64kb_f000009.wav|0.0766
./fake/en/Llasa-8B/midnight_passenger_14_f000313.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_14_f000313.wav|en|True|10.8|['multi-dataset']|Llasa-8B|Llasa|one hundred ninety-five Ringstrasse, Vienna, that her fugitive son, Hugo Landor, had died of fever in a Catholic hospital at San Francisco, under an assumed name.|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_43_f000140.wav|0.1950
./fake/en/Llasa-8B/piratesofersatz_10_leinster_64kb_f000171.wav|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_10_leinster_64kb_f000171.wav|en|True|5.44|['multi-dataset']|Llasa-8B|Llasa|You've got to sacrifice yourself for humanity! You'll be treated kindly!|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_36_f000113.wav|0.1135
./fake/en/Llasa-8B/wives_and_daughters_51_f000062.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_51_f000062.wav|en|True|9.56|['multi-dataset']|Llasa-8B|Llasa|but, again, she knew that in its entirety of high undoubting esteem, as well as of passionate regard, it would no longer be hers;|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_15_baum_64kb_f000032.wav|0.0738
./fake/en/Llasa-8B/rinkitink_baum_14_64kb_f000083.wav|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_14_64kb_f000083.wav|en|True|6.68|['multi-dataset']|Llasa-8B|Llasa|It does, replied one of the guards, but no one is allowed to pass out who once goes in.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_11_f000206.wav|0.1115
./fake/en/Llasa-8B/jane_eyre_07_f000042.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_07_f000042.wav|en|True|3.42|['multi-dataset']|Llasa-8B|Llasa|I have not yet alluded to the visits of Mister Brocklehurst;|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_02_f000189.wav|0.3349
./fake/en/Llasa-8B/wives_and_daughters_21_f000261.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_21_f000261.wav|en|True|2.66|['multi-dataset']|Llasa-8B|Llasa|No! certainly not, said Molly, hastily.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_35_f000240.wav|0.1530
./fake/en/Llasa-8B/wives_and_daughters_05_f000238.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_05_f000238.wav|en|True|8.48|['multi-dataset']|Llasa-8B|Llasa|Well, but it seems people consider you as a young woman now, and so I suppose you must run up milliners bills like the rest of your kind.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_37_f000259.wav|0.1392
./fake/en/Llasa-8B/jane_eyre_04_f000026.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_04_f000026.wav|en|True|12.96|['multi-dataset']|Llasa-8B|Llasa|I say scarcely voluntary, for it seemed as if my tongue pronounced words without my will consenting to their utterance: something spoke out of me over which I had no control.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_14_f000256.wav|0.1324
./fake/en/Llasa-8B/pink_fairy_book_40_f000218.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_40_f000218.wav|en|True|3.38|['multi-dataset']|Llasa-8B|Llasa|you must jump into the oven as Ciccu has done.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_05_f000246.wav|-0.0930
./fake/en/Llasa-8B/northandsouth_47_f000053.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_47_f000053.wav|en|True|7.84|['multi-dataset']|Llasa-8B|Llasa|Edith was in the mood to think that any pleasure enjoyed away from her was a tacit affront, or at best a proof of indifference.|en_US/by_book/female/judy_bieber/the_master_key/wavs/the_master_key_02_f000034.wav|0.2021
./fake/en/Llasa-8B/wives_and_daughters_60_f000322.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_60_f000322.wav|en|True|6.9|['multi-dataset']|Llasa-8B|Llasa|It was so at all times; but lately even the original slight tincture seemed to disappear.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_17_f000395.wav|0.3110
./fake/en/Llasa-8B/rinkitink_baum_20_64kb_f000028.wav|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_20_64kb_f000028.wav|en|True|6.58|['multi-dataset']|Llasa-8B|Llasa|the carpet straightway began to unroll before them and as they walked on it continued to unroll,|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_14_f000313.wav|0.2195
./fake/en/Llasa-8B/pink_fairy_book_10_f000097.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_10_f000097.wav|en|True|10.64|['multi-dataset']|Llasa-8B|Llasa|He wanted to have a report, but Christian would give him none, so he took him straight up to the king, and announced for the first time that here was the sentinel who had stood guard in the church over-night.|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_12_f000113.wav|0.0485
./fake/en/Llasa-8B/jane_eyre_11_f000176.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_11_f000176.wav|en|True|9.64|['multi-dataset']|Llasa-8B|Llasa|I looked at my pupil, who did not at first appear to notice me: she was quite a child, perhaps seven or eight years old, slightly built, with a pale,|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_13_f000163.wav|0.3031
./fake/en/Llasa-8B/wives_and_daughters_23_f000174.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_23_f000174.wav|en|True|10.0|['multi-dataset']|Llasa-8B|Llasa|At last he said, in a low voice, as if scarcely aware he had got a listener, - I used to write to her when she was away in London, and tell her the home news.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_17_f000048.wav|0.3607
./fake/en/Llasa-8B/jane_eyre_19_f000214.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_19_f000214.wav|en|True|13.18|['multi-dataset']|Llasa-8B|Llasa|He half smiled. But if I were to go to them, and they only looked at me coldly, and whispered sneeringly amongst each other, and then dropped off and left me one by one,|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_28_f000344.wav|0.1746
./fake/en/Llasa-8B/pink_fairy_book_14_f000135.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_14_f000135.wav|en|True|11.52|['multi-dataset']|Llasa-8B|Llasa|The squire said that he could easily get all that, so Hans got all of these tied up together, hung them over his shoulder on his good staff, and tramped away to Devilmoss Lake.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_03_f000266.wav|0.0702
./fake/en/Llasa-8B/wives_and_daughters_39_f000011.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_39_f000011.wav|en|True|1.12|['multi-dataset']|Llasa-8B|Llasa|shouldn't you?|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_18_f000268.wav|0.5254
./fake/en/Llasa-8B/emerald_city_of_oz_07_f000058.wav|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_07_f000058.wav|en|True|10.5|['multi-dataset']|Llasa-8B|Llasa|Yes, indeed. I've nine Dorothys and two Daniels; and the nine Dorothys have eighty-six sons and daughters and over three hundred grandchildren, said Billina, proudly.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_26_f000198.wav|0.2014
./fake/en/Llasa-8B/rinkitink_baum_07_64kb_f000004.wav|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_07_64kb_f000004.wav|en|True|6.12|['multi-dataset']|Llasa-8B|Llasa|but farther back from the sea were rugged hills and mountains, so rocky that nothing would grow there.|en_US/by_book/male/elliot_miller/silent_bullet/wavs/silent_bullet_09_f000139.wav|0.0579
./fake/en/Llasa-8B/rinkitink_baum_19_64kb_f000068.wav|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_19_64kb_f000068.wav|en|True|7.02|['multi-dataset']|Llasa-8B|Llasa|and perhaps strength alone would not enable him to escape from danger.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_19_f000016.wav|-0.0396
./fake/en/Llasa-8B/jane_eyre_36_f000191.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_36_f000191.wav|en|True|3.6|['multi-dataset']|Llasa-8B|Llasa|Were any other lives lost?|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_01_baum_64kb_f000046.wav|0.3217
./fake/en/Llasa-8B/northandsouth_29_f000103.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_29_f000103.wav|en|True|12.44|['multi-dataset']|Llasa-8B|Llasa|that it was not until she had done speaking that she coloured all over with consciousness, more especially as mister Thornton seemed hardly to understand the exact gist or bearing of what she was saying,|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_05_f000072.wav|0.1900
./fake/en/Llasa-8B/wives_and_daughters_42_f000008.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_42_f000008.wav|en|True|7.7|['multi-dataset']|Llasa-8B|Llasa|Cynthia seemed to keep every one out at mental arms'-length; and particularly avoided any private talks with Molly.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_08_f000063.wav|0.1431
./fake/en/Llasa-8B/wives_and_daughters_14_f000245.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_14_f000245.wav|en|True|7.66|['multi-dataset']|Llasa-8B|Llasa|Sister has gone to bed; she's had a headache - with the excitement, I think; but she says it's new bread.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_59_f000022.wav|0.1826
./fake/en/Llasa-8B/jane_eyre_37_f000069.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_37_f000069.wav|en|True|7.98|['multi-dataset']|Llasa-8B|Llasa|and, leaning over it, with his head supported against the high, old-fashioned mantelpiece, appeared the blind tenant of the room.|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_04_f000040.wav|0.0026
./fake/en/Llasa-8B/skyisland_30_baum_64kb_f000009.wav|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_30_baum_64kb_f000009.wav|en|True|3.06|['multi-dataset']|Llasa-8B|Llasa|But here I am, and here I'll stay.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_11_f000260.wav|0.2580
./fake/en/Llasa-8B/ozma_of_oz_18_f000005.wav|en_US/by_book/female/judy_bieber/ozma_of_oz/wavs/ozma_of_oz_18_f000005.wav|en|True|6.4|['multi-dataset']|Llasa-8B|Llasa|where, because she did not know what else to do with it, she fastened it around her own slim waist.|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_20_f000173.wav|0.0665
./fake/en/Llasa-8B/northandsouth_37_f000083.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_37_f000083.wav|en|True|7.04|['multi-dataset']|Llasa-8B|Llasa|Stay, theres a ring! She sate down instantly, and bent her head attentively over her work.|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_20_f000021.wav|0.2133
./fake/en/Llasa-8B/wives_and_daughters_38_f000122.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_38_f000122.wav|en|True|6.0|['multi-dataset']|Llasa-8B|Llasa|Missis Gibson was in a flutter of sentimental delight, which she fancied was family affection,|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_56_f000056.wav|0.2189
./fake/en/Llasa-8B/northandsouth_03_f000038.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_03_f000038.wav|en|True|6.04|['multi-dataset']|Llasa-8B|Llasa|And your papa is in such low spirits this morning about something-I dont know what.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_06_f000229.wav|0.0857
./fake/en/Llasa-8B/jane_eyre_28_f000062.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_28_f000062.wav|en|True|9.36|['multi-dataset']|Llasa-8B|Llasa|absolved by death from further conflict with fate, had now but to decay quietly, and mingle in peace with the soil of this wilderness.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_31_f000047.wav|0.0628
./fake/en/Llasa-8B/pink_fairy_book_16_f000127.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_16_f000127.wav|en|True|18.34|['multi-dataset']|Llasa-8B|Llasa|It was decided to risk doing so, and the horse-shoer was led into the kings chamber, where he had no sooner called the bird by its name than it began to sing and the princess to smile.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_39_f000096.wav|0.3285
./fake/en/Llasa-8B/jane_eyre_31_f000047.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_31_f000047.wav|en|True|6.44|['multi-dataset']|Llasa-8B|Llasa|for in that bend of it visible to me there was no building apparent save the church and the parsonage,|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_12_f000140.wav|-0.0374
./fake/en/Llasa-8B/northandsouth_31_f000043.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_31_f000043.wav|en|True|5.46|['multi-dataset']|Llasa-8B|Llasa|So Ive been and told him, that I dont think its safe for Master Frederick to be here.|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_16_f000089.wav|0.3767
./fake/en/Llasa-8B/northandsouth_42_f000141.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_42_f000141.wav|en|True|7.76|['multi-dataset']|Llasa-8B|Llasa|Surely I told you about him, when the family first came to Milton-the son who was concerned in that mutiny.|en_US/by_book/female/judy_bieber/sky_island/wavs/skyisland_29_baum_64kb_f000032.wav|0.0179
./fake/en/Llasa-8B/wives_and_daughters_53_f000200.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_53_f000200.wav|en|True|6.84|['multi-dataset']|Llasa-8B|Llasa|Molly wondered in her heart about this going away, on which the Squire seemed fully resolved.|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_25_f000061.wav|0.0635
./fake/en/Llasa-8B/midnight_passenger_09_f000072.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_09_f000072.wav|en|True|9.92|['multi-dataset']|Llasa-8B|Llasa|As the smug dealer bowed, his mind reverted to Mister Wade's handsome employee, Randall Clayton, and then the picture episode, and the entrancing Magyar witch.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_33_f000097.wav|0.1786
./fake/en/Llasa-8B/emerald_city_of_oz_24_f000075.wav|en_US/by_book/female/judy_bieber/emerald_city_of_oz/wavs/emerald_city_of_oz_24_f000075.wav|en|True|7.98|['multi-dataset']|Llasa-8B|Llasa|She answered that all the inhabitants of Oz, gathered together, were not powerful enough to fight and overcome the evil forces of the Nome King.|en_US/by_book/male/elliot_miller/hunters_space/wavs/hunters_space_02_f000028.wav|0.1517
./fake/en/Llasa-8B/pink_fairy_book_20_f000013.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_20_f000013.wav|en|True|2.32|['multi-dataset']|Llasa-8B|Llasa|And he made haste back, and told the king.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_03_f000053.wav|0.1804
./fake/en/Llasa-8B/ozma_of_oz_16_f000065.wav|en_US/by_book/female/judy_bieber/ozma_of_oz/wavs/ozma_of_oz_16_f000065.wav|en|True|10.0|['multi-dataset']|Llasa-8B|Llasa|Smith  Tinker made a very good job of you, said Ozma, kindly. I do not think they should be blamed if you are not quite perfect.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_03_f000316.wav|0.2398
./fake/en/Llasa-8B/pink_fairy_book_04_f000011.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_04_f000011.wav|en|True|4.96|['multi-dataset']|Llasa-8B|Llasa|Not long afterwards she came to a house with lights in the windows.|en_US/by_book/female/judy_bieber/rinkitink_in_oz/wavs/rinkitink_baum_02_64kb_f000059.wav|0.0843
./fake/en/Llasa-8B/jane_eyre_17_f000395.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_17_f000395.wav|en|True|8.7|['multi-dataset']|Llasa-8B|Llasa|As if loveliness were not the special prerogative of woman - her legitimate appanage and heritage!|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_19_f000066.wav|0.0705
./fake/en/Llasa-8B/wives_and_daughters_28_f000077.wav|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_28_f000077.wav|en|True|7.16|['multi-dataset']|Llasa-8B|Llasa|As it was, Missis Gibson trusted that Cynthia's affections would become engaged before she knew where she was,|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_20_f000081.wav|0.1633
./fake/en/Llasa-8B/northandsouth_46_f000053.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_46_f000053.wav|en|True|3.44|['multi-dataset']|Llasa-8B|Llasa|But never a word of the Vicars being ailing!|en_US/by_book/male/elliot_miller/pirates_of_ersatz/wavs/piratesofersatz_10_leinster_64kb_f000029.wav|0.1878
./fake/en/Llasa-8B/northandsouth_14_f000109.wav|en_US/by_book/female/mary_ann/northandsouth/wavs/northandsouth_14_f000109.wav|en|True|9.6|['multi-dataset']|Llasa-8B|Llasa|Nothing could be said to console her. She took her hand out of Margarets with a little impatient movement, as if she would fain be left alone with the recollection of her son.|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_06_f000247.wav|0.1460
./fake/en/Llasa-8B/midnight_passenger_01_f000021.wav|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_01_f000021.wav|en|True|6.98|['multi-dataset']|Llasa-8B|Llasa|Certain gray-bearded bookkeepers, a couple of brisk correspondents, a stony-faced woman stenographer,|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_13_f000019.wav|0.1089
./fake/en/Llasa-8B/pink_fairy_book_15_f000023.wav|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_15_f000023.wav|en|True|5.96|['multi-dataset']|Llasa-8B|Llasa|In another week the man came again to learn what progress Peter had made now.|en_US/by_book/male/elliot_miller/pink_fairy_book/wavs/pink_fairy_book_25_f000050.wav|0.1789
./fake/en/Llasa-8B/the_sea_fairies_17_f000091.wav|en_US/by_book/female/judy_bieber/the_sea_fairies/wavs/the_sea_fairies_17_f000091.wav|en|True|9.5|['multi-dataset']|Llasa-8B|Llasa|In parts of the ocean lie many rocks filled with veins of pure gold and golden nuggets, and we get large supplies from sunken ships as well.|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_04_f000078.wav|0.2079
./fake/en/Llasa-8B/jane_eyre_10_f000204.wav|en_UK/by_book/female/elizabeth_klett/jane_eyre/wavs/jane_eyre_10_f000204.wav|en|True|9.4|['multi-dataset']|Llasa-8B|Llasa|Well, that is beautiful, Miss Jane! It is as fine a picture as any Miss Reed's drawing-master could paint, let alone the young ladies themselves,|en_UK/by_book/female/elizabeth_klett/wives_and_daughters/wavs/wives_and_daughters_22_f000203.wav|0.0498
./fake/en/Llasa-8B/poisoned_pen_01_f000004.wav|en_US/by_book/male/elliot_miller/poisoned_pen/wavs/poisoned_pen_01_f000004.wav|en|True|5.96|['multi-dataset']|Llasa-8B|Llasa|Pack up whatever you can in five minutes. We must take the six o'clock train for Danbridge.|en_US/by_book/female/mary_ann/midnight_passenger/wavs/midnight_passenger_03_f000238.wav|0.1272
